epoch,step,train_loss
0,49,7.9920573234558105
1,99,7.5406599044799805
2,149,7.098616123199463
3,199,7.018171787261963
4,249,6.863884925842285
5,299,6.750303745269775
6,349,6.739793300628662
7,399,6.720799446105957
8,449,6.678707122802734
9,499,6.69788932800293
10,549,6.661082744598389
11,599,6.702230453491211
12,649,6.6612749099731445
13,699,6.529407501220703
14,749,6.558685302734375
15,799,6.597759246826172
16,849,6.582232475280762
17,899,6.5941162109375
18,949,6.604917526245117
19,999,6.594292640686035
20,1049,6.5959696769714355
21,1099,6.553689956665039
22,1149,6.564089298248291
23,1199,6.5711588859558105
24,1249,6.529937744140625
25,1299,6.548217296600342
26,1349,6.524824619293213
27,1399,6.523066997528076
28,1449,6.564300537109375
29,1499,6.477862358093262
30,1549,6.5387468338012695
31,1599,6.49179220199585
32,1649,6.532097339630127
33,1699,6.5363383293151855
34,1749,6.455598831176758
35,1799,6.5223541259765625
36,1849,6.560970306396484
37,1899,6.465419292449951
38,1949,6.491395950317383
39,1999,6.474925994873047
40,2049,6.457728862762451
41,2099,6.505225658416748
42,2149,6.489145278930664
43,2199,6.48670768737793
44,2249,6.4160871505737305
45,2299,6.430250644683838
46,2349,6.457735538482666
47,2399,6.477959632873535
48,2449,6.504008769989014
49,2499,6.426931381225586
50,2549,6.417569160461426
51,2599,6.420438766479492
52,2649,6.435671329498291
53,2699,6.465182304382324
54,2749,6.405554294586182
55,2799,6.496508598327637
56,2849,6.418437957763672
57,2899,6.457009792327881
58,2949,6.417990684509277
59,2999,6.4453206062316895
60,3049,6.452605724334717
61,3099,6.3940510749816895
62,3149,6.447710037231445
63,3199,6.388382434844971
64,3249,6.391414165496826
65,3299,6.427656173706055
66,3349,6.460904598236084
67,3399,6.432926177978516
68,3449,6.410810947418213
69,3499,6.435205459594727
70,3549,6.458026885986328
71,3599,6.363745212554932
72,3649,6.394723892211914
73,3699,6.3495988845825195
74,3749,6.468808174133301
75,3799,6.366313934326172
76,3849,6.3636627197265625
77,3899,6.361720561981201
78,3949,6.386089324951172
79,3999,6.329929351806641
80,4049,6.430059909820557
81,4099,6.327681064605713
82,4149,6.33338737487793
83,4199,6.338075160980225
84,4249,6.325273513793945
85,4299,6.384221076965332
86,4349,6.404658794403076
87,4399,6.331719398498535
88,4449,6.355182647705078
89,4499,6.3824615478515625
90,4549,6.335054874420166
91,4599,6.347651958465576
92,4649,6.344019889831543
93,4699,6.376316070556641
94,4749,6.438650608062744
95,4799,6.389472484588623
96,4849,6.340051174163818
97,4899,6.370369911193848
98,4949,6.334196090698242
99,4999,6.369141101837158
100,5049,6.397922515869141
101,5099,6.345818519592285
102,5149,6.292020797729492
103,5199,6.4129486083984375
104,5249,6.311966419219971
105,5299,6.361790657043457
106,5349,6.359539985656738
107,5399,6.384101390838623
108,5449,6.388980865478516
109,5499,6.3665771484375
110,5549,6.419046401977539
111,5599,6.429854869842529
112,5649,6.3503828048706055
113,5699,6.304690361022949
114,5749,6.316829681396484
115,5799,6.261380672454834
116,5849,6.31245231628418
117,5899,6.374078750610352
118,5949,6.333807945251465
119,5999,6.406494140625
