epoch,step,train_loss
0,49,7.1986165046691895
1,99,6.826295375823975
2,149,6.488422870635986
3,199,6.398082733154297
4,249,6.2833051681518555
5,299,6.264236927032471
6,349,6.13800048828125
7,399,6.229742050170898
8,449,6.099503993988037
9,499,6.113195896148682
10,549,6.068091869354248
11,599,6.004697322845459
12,649,6.063480377197266
13,699,5.971463203430176
14,749,5.912482261657715
15,799,5.920671463012695
16,849,5.895769119262695
17,899,5.884078502655029
18,949,5.955617904663086
19,999,5.923247814178467
20,1049,5.910112380981445
21,1099,5.935732841491699
22,1149,5.9052042961120605
23,1199,5.8922295570373535
24,1249,5.833860397338867
25,1299,5.873300075531006
26,1349,5.900567531585693
27,1399,5.900930404663086
28,1449,5.807958602905273
29,1499,5.894213676452637
30,1549,5.8563947677612305
31,1599,5.914520740509033
32,1649,5.844512939453125
33,1699,5.842898368835449
34,1749,5.858701229095459
35,1799,5.874557971954346
36,1849,5.797060966491699
37,1899,5.838295936584473
38,1949,5.84055233001709
39,1999,5.874615669250488
40,2049,5.793038845062256
41,2099,5.7630767822265625
42,2149,5.765529632568359
43,2199,5.830252170562744
44,2249,5.753770351409912
45,2299,5.813477993011475
46,2349,5.731215000152588
47,2399,5.728326320648193
48,2449,5.767556190490723
49,2499,5.7299299240112305
50,2549,5.751264572143555
51,2599,5.7431721687316895
52,2649,5.741421699523926
53,2699,5.735732555389404
54,2749,5.707264423370361
55,2799,5.744295120239258
56,2849,5.7839789390563965
57,2899,5.710338115692139
58,2949,5.702065467834473
59,2999,5.803027153015137
60,3049,5.654031753540039
61,3099,5.68293571472168
62,3149,5.613499641418457
63,3199,5.743191719055176
64,3249,5.717055797576904
65,3299,5.667848110198975
66,3349,5.672089099884033
67,3399,5.7126994132995605
68,3449,5.709625244140625
69,3499,5.710056304931641
70,3549,5.683779716491699
71,3599,5.7339277267456055
72,3649,5.699166774749756
73,3699,5.691335678100586
74,3749,5.63730525970459
75,3799,5.714492321014404
76,3849,5.6486992835998535
77,3899,5.604426383972168
78,3949,5.675542831420898
79,3999,5.635051727294922
80,4049,5.686917781829834
81,4099,5.714694023132324
82,4149,5.596047401428223
83,4199,5.68272590637207
84,4249,5.654214859008789
85,4299,5.6025710105896
86,4349,5.606554985046387
87,4399,5.69255256652832
88,4449,5.6724677085876465
89,4499,5.655508995056152
90,4549,5.626865386962891
91,4599,5.577085971832275
92,4649,5.609445095062256
93,4699,5.6393866539001465
94,4749,5.5334062576293945
95,4799,5.642589569091797
96,4849,5.611827850341797
97,4899,5.665269374847412
98,4949,5.647608757019043
99,4999,5.6568708419799805
100,5049,5.677097320556641
101,5099,5.6369547843933105
102,5149,5.548748970031738
103,5199,5.582723617553711
104,5249,5.595390796661377
105,5299,5.5748772621154785
106,5349,5.613101959228516
107,5399,5.631534576416016
108,5449,5.586933135986328
109,5499,5.615350246429443
110,5549,5.5126543045043945
111,5599,5.596248149871826
112,5649,5.6374382972717285
113,5699,5.487361431121826
114,5749,5.587360858917236
115,5799,5.6836838722229
116,5849,5.5637664794921875
117,5899,5.629671573638916
118,5949,5.567625522613525
119,5999,5.527941703796387
