epoch,step,train_loss
0,49,8.40361499786377
1,99,7.8228349685668945
2,149,7.498927116394043
3,199,7.3744025230407715
4,249,7.248777866363525
5,299,7.200211048126221
6,349,7.1837873458862305
7,399,7.144694805145264
8,449,7.198870658874512
9,499,7.137321949005127
10,549,7.0005669593811035
11,599,7.051119804382324
12,649,6.971721172332764
13,699,7.039837837219238
14,749,6.979053974151611
15,799,6.9649338722229
16,849,6.981439113616943
17,899,6.9666748046875
18,949,6.893030166625977
19,999,6.969058990478516
20,1049,6.979051113128662
21,1099,6.952898025512695
22,1149,6.917365550994873
23,1199,6.978235244750977
24,1249,6.970877647399902
25,1299,6.88516092300415
26,1349,6.949594020843506
27,1399,6.960819721221924
28,1449,6.889979362487793
29,1499,6.933911323547363
30,1549,6.96054220199585
31,1599,6.941519260406494
32,1649,7.0213518142700195
33,1699,6.897617816925049
34,1749,6.837973594665527
35,1799,6.950745105743408
36,1849,6.935444355010986
37,1899,6.827277183532715
38,1949,6.954282283782959
39,1999,6.857578754425049
40,2049,6.9162750244140625
41,2099,6.8644280433654785
42,2149,6.846457004547119
43,2199,6.875617504119873
44,2249,6.780454158782959
45,2299,6.878499984741211
46,2349,6.81498908996582
47,2399,6.866851806640625
48,2449,6.815382480621338
49,2499,6.892396450042725
50,2549,6.82298469543457
51,2599,6.810236930847168
52,2649,6.79983377456665
53,2699,6.773684024810791
54,2749,6.847108840942383
55,2799,6.8250298500061035
56,2849,6.759521484375
57,2899,6.831399440765381
58,2949,6.729947566986084
59,2999,6.770312309265137
60,3049,6.839553356170654
61,3099,6.762601852416992
62,3149,6.764688491821289
63,3199,6.7832770347595215
64,3249,6.7958083152771
65,3299,6.7495856285095215
66,3349,6.753688812255859
67,3399,6.734009265899658
68,3449,6.735279560089111
69,3499,6.755396842956543
70,3549,6.781749248504639
71,3599,6.687961578369141
72,3649,6.7495598793029785
73,3699,6.846692085266113
74,3749,6.778570175170898
75,3799,6.740489959716797
76,3849,6.754920482635498
77,3899,6.772615432739258
78,3949,6.719738960266113
79,3999,6.795311450958252
80,4049,6.76760196685791
81,4099,6.651472568511963
82,4149,6.699563503265381
83,4199,6.7597222328186035
84,4249,6.6624860763549805
85,4299,6.6893720626831055
86,4349,6.641635894775391
87,4399,6.696775436401367
88,4449,6.801304340362549
89,4499,6.793600082397461
90,4549,6.791630744934082
91,4599,6.6864728927612305
92,4649,6.6682257652282715
93,4699,6.739812850952148
94,4749,6.6864213943481445
95,4799,6.748378753662109
96,4849,6.766193866729736
97,4899,6.6707658767700195
98,4949,6.7037672996521
99,4999,6.669174671173096
100,5049,6.625341892242432
101,5099,6.680267333984375
102,5149,6.735852241516113
103,5199,6.781774520874023
104,5249,6.756641864776611
105,5299,6.683901309967041
106,5349,6.669274806976318
107,5399,6.712128162384033
108,5449,6.651544570922852
109,5499,6.722128868103027
110,5549,6.590519428253174
111,5599,6.699018955230713
112,5649,6.7034077644348145
113,5699,6.628138542175293
114,5749,6.6899309158325195
115,5799,6.615076065063477
116,5849,6.6784987449646
117,5899,6.666632175445557
118,5949,6.591339588165283
119,5999,6.716057300567627
