epoch,step,train_loss
0,49,8.335988998413086
1,99,7.746164321899414
2,149,7.376814365386963
3,199,7.182528018951416
4,249,7.0800604820251465
5,299,6.93779182434082
6,349,6.962035655975342
7,399,6.879798412322998
8,449,6.910693168640137
9,499,6.886684417724609
10,549,6.894577503204346
11,599,6.845572471618652
12,649,6.889932155609131
13,699,6.89474630355835
14,749,6.8503851890563965
15,799,6.80406379699707
16,849,6.806780815124512
17,899,6.875662803649902
18,949,6.81705379486084
19,999,6.850610256195068
20,1049,6.8308587074279785
21,1099,6.798533916473389
22,1149,6.780004501342773
23,1199,6.794147491455078
24,1249,6.770252704620361
25,1299,6.7965087890625
26,1349,6.8014678955078125
27,1399,6.7310895919799805
28,1449,6.793271541595459
29,1499,6.757002353668213
30,1549,6.775526523590088
31,1599,6.732924938201904
32,1649,6.724493980407715
33,1699,6.7152509689331055
34,1749,6.762983322143555
35,1799,6.650155067443848
36,1849,6.7470574378967285
37,1899,6.745687961578369
38,1949,6.763935565948486
39,1999,6.696895122528076
40,2049,6.73011589050293
41,2099,6.70158576965332
42,2149,6.7196125984191895
43,2199,6.695032119750977
44,2249,6.702648162841797
45,2299,6.706920146942139
46,2349,6.710903167724609
47,2399,6.696778774261475
48,2449,6.698802947998047
49,2499,6.688329696655273
50,2549,6.695382595062256
51,2599,6.719321250915527
52,2649,6.665728569030762
53,2699,6.7067551612854
54,2749,6.71373176574707
55,2799,6.697592735290527
56,2849,6.66656494140625
57,2899,6.674993515014648
58,2949,6.672682285308838
59,2999,6.646926403045654
60,3049,6.637103080749512
61,3099,6.653897285461426
62,3149,6.712952136993408
63,3199,6.630761623382568
64,3249,6.626595973968506
65,3299,6.631192207336426
66,3349,6.6181254386901855
67,3399,6.661118984222412
68,3449,6.641185283660889
69,3499,6.717625141143799
70,3549,6.634547233581543
71,3599,6.672062873840332
72,3649,6.684164047241211
73,3699,6.670550346374512
74,3749,6.663715839385986
75,3799,6.6603922843933105
76,3849,6.641010761260986
77,3899,6.64824104309082
78,3949,6.673601150512695
79,3999,6.611013889312744
80,4049,6.683070659637451
81,4099,6.661715030670166
82,4149,6.608657360076904
83,4199,6.681185722351074
84,4249,6.637126922607422
85,4299,6.612576961517334
86,4349,6.637773036956787
87,4399,6.601345062255859
88,4449,6.6234846115112305
89,4499,6.636947154998779
90,4549,6.665223598480225
91,4599,6.636655807495117
92,4649,6.609989643096924
93,4699,6.615387439727783
94,4749,6.693997859954834
95,4799,6.652331352233887
96,4849,6.638054370880127
97,4899,6.613986968994141
98,4949,6.6841139793396
99,4999,6.640866279602051
100,5049,6.6222004890441895
101,5099,6.629199981689453
102,5149,6.655881404876709
103,5199,6.6424031257629395
104,5249,6.657817363739014
105,5299,6.6451416015625
106,5349,6.596153736114502
107,5399,6.693975448608398
108,5449,6.652512073516846
109,5499,6.660463809967041
110,5549,6.686102867126465
111,5599,6.641778469085693
112,5649,6.660571098327637
113,5699,6.625534534454346
114,5749,6.602129936218262
115,5799,6.693442344665527
116,5849,6.628520965576172
117,5899,6.604777812957764
118,5949,6.649604320526123
119,5999,6.6518073081970215
