epoch,step,train_loss
0,49,7.182213306427002
1,99,6.774811267852783
2,149,6.357943058013916
3,199,6.252033233642578
4,249,6.118331432342529
5,299,6.071210861206055
6,349,5.9440531730651855
7,399,6.0059733390808105
8,449,5.882287502288818
9,499,5.866176128387451
10,549,5.823739528656006
11,599,5.782045364379883
12,649,5.825725555419922
13,699,5.7279181480407715
14,749,5.676224231719971
15,799,5.704643726348877
16,849,5.666163921356201
17,899,5.667881965637207
18,949,5.707451343536377
19,999,5.650471210479736
20,1049,5.679396152496338
21,1099,5.694700241088867
22,1149,5.69503116607666
23,1199,5.649394512176514
24,1249,5.621157646179199
25,1299,5.65925407409668
26,1349,5.645755767822266
27,1399,5.651478290557861
28,1449,5.555379867553711
29,1499,5.647907257080078
30,1549,5.618974685668945
31,1599,5.640964508056641
32,1649,5.610366344451904
33,1699,5.5865302085876465
34,1749,5.583847522735596
35,1799,5.618786811828613
36,1849,5.552314281463623
37,1899,5.616777420043945
38,1949,5.61414909362793
39,1999,5.613654613494873
40,2049,5.5610432624816895
41,2099,5.512117385864258
42,2149,5.50351095199585
43,2199,5.641247749328613
44,2249,5.520564079284668
45,2299,5.592413902282715
46,2349,5.496103286743164
47,2399,5.473221302032471
48,2449,5.52884578704834
49,2499,5.467087268829346
50,2549,5.494505405426025
51,2599,5.510616302490234
52,2649,5.591591835021973
53,2699,5.561426162719727
54,2749,5.452060699462891
55,2799,5.4857988357543945
56,2849,5.576778411865234
57,2899,5.437967300415039
58,2949,5.457634925842285
59,2999,5.571954250335693
60,3049,5.405147552490234
61,3099,5.456351280212402
62,3149,5.371222972869873
63,3199,5.491672992706299
64,3249,5.560614109039307
65,3299,5.436787128448486
66,3349,5.474755764007568
67,3399,5.479177951812744
68,3449,5.4580183029174805
69,3499,5.447388172149658
70,3549,5.467471122741699
71,3599,5.501768112182617
72,3649,5.474454402923584
73,3699,5.471253871917725
74,3749,5.3815131187438965
75,3799,5.4395904541015625
76,3849,5.369907855987549
77,3899,5.345149993896484
78,3949,5.410742282867432
79,3999,5.371211528778076
80,4049,5.4052348136901855
81,4099,5.424777030944824
82,4149,5.314396381378174
83,4199,5.395014762878418
84,4249,5.376253604888916
85,4299,5.314764976501465
86,4349,5.324792385101318
87,4399,5.408166885375977
88,4449,5.392733573913574
89,4499,5.364235877990723
90,4549,5.331602096557617
91,4599,5.285201549530029
92,4649,5.3355817794799805
93,4699,5.352633476257324
94,4749,5.232771396636963
95,4799,5.343021869659424
96,4849,5.316425323486328
97,4899,5.374661922454834
98,4949,5.362512588500977
99,4999,5.359635829925537
100,5049,5.368964672088623
101,5099,5.360281944274902
102,5149,5.255373001098633
103,5199,5.291492938995361
104,5249,5.3079304695129395
105,5299,5.295843124389648
106,5349,5.30223274230957
107,5399,5.321592330932617
108,5449,5.267267227172852
109,5499,5.301437854766846
110,5549,5.201288223266602
111,5599,5.277791976928711
112,5649,5.31517219543457
113,5699,5.163137912750244
114,5749,5.2731757164001465
115,5799,5.365420341491699
116,5849,5.237370014190674
117,5899,5.303708076477051
118,5949,5.24581241607666
119,5999,5.201939105987549
