epoch,step,train_loss
0,49,3.7159476280212402
1,99,3.2644238471984863
2,149,3.2798056602478027
3,199,3.1681156158447266
4,249,3.1105902194976807
5,299,3.112349510192871
6,349,3.031707525253296
7,399,2.9852187633514404
8,449,3.037055015563965
9,499,2.994959831237793
10,549,2.988663911819458
11,599,3.0267462730407715
12,649,2.8811070919036865
13,699,2.9776554107666016
14,749,2.8466134071350098
15,799,3.0809264183044434
16,849,2.817593574523926
17,899,2.880866289138794
18,949,2.8202784061431885
19,999,2.9558489322662354
20,1049,2.875840187072754
21,1099,2.9379148483276367
22,1149,2.8685178756713867
23,1199,2.835373640060425
24,1249,2.9044933319091797
25,1299,2.7420859336853027
26,1349,2.9056873321533203
27,1399,2.7799594402313232
28,1449,2.869464159011841
29,1499,2.784782648086548
30,1549,2.8387844562530518
31,1599,2.7572784423828125
32,1649,2.9144904613494873
33,1699,2.7977652549743652
34,1749,2.879221200942993
35,1799,2.8035659790039062
36,1849,2.816664695739746
37,1899,2.768711566925049
38,1949,2.7107720375061035
39,1999,2.836148262023926
40,2049,2.722095251083374
41,2099,2.854321241378784
42,2149,2.679710626602173
43,2199,2.818328619003296
44,2249,2.6771399974823
45,2299,2.781848430633545
46,2349,2.805015802383423
47,2399,2.7110793590545654
48,2449,2.888798713684082
49,2499,2.6857657432556152
50,2549,2.8584377765655518
51,2599,2.7913522720336914
52,2649,2.811058282852173
53,2699,2.6350514888763428
54,2749,2.830939292907715
55,2799,2.7350635528564453
56,2849,2.814065456390381
57,2899,2.704193115234375
58,2949,2.790468454360962
59,2999,2.830874443054199
60,3049,2.742594003677368
61,3099,2.83122181892395
62,3149,2.7177634239196777
63,3199,2.757781744003296
64,3249,2.7926175594329834
65,3299,2.7517223358154297
66,3349,2.729443311691284
67,3399,2.8250906467437744
68,3449,2.641721248626709
69,3499,2.7661638259887695
70,3549,2.698643445968628
71,3599,2.800355911254883
72,3649,2.758469343185425
73,3699,2.775404930114746
74,3749,2.7919323444366455
75,3799,2.6993887424468994
76,3849,2.796415090560913
77,3899,2.7291393280029297
78,3949,2.735191583633423
79,3999,2.756376028060913
80,4049,2.6408395767211914
81,4099,2.711151123046875
82,4149,2.702012062072754
83,4199,2.686415195465088
84,4249,2.81374454498291
85,4299,2.679628610610962
86,4349,2.8093435764312744
87,4399,2.7120201587677
88,4449,2.7679805755615234
89,4499,2.6917858123779297
90,4549,2.688279628753662
91,4599,2.7966058254241943
92,4649,2.7852165699005127
93,4699,2.7854409217834473
94,4749,2.7335779666900635
95,4799,2.784656047821045
96,4849,2.755747079849243
97,4899,2.679109573364258
98,4949,2.7950692176818848
99,4999,2.6479763984680176
100,5049,2.8083038330078125
101,5099,2.7139105796813965
102,5149,2.8601906299591064
103,5199,2.736940860748291
104,5249,2.7991809844970703
105,5299,2.6484177112579346
106,5349,2.76554799079895
107,5399,2.730221748352051
108,5449,2.8654816150665283
109,5499,2.8155765533447266
110,5549,2.6567249298095703
111,5599,2.7929580211639404
112,5649,2.6266512870788574
113,5699,2.757129430770874
114,5749,2.725297451019287
115,5799,2.724088430404663
116,5849,2.7928078174591064
117,5899,2.7313239574432373
118,5949,2.7744271755218506
119,5999,2.769458532333374
