epoch,step,train_loss
0,49,4.404879570007324
1,99,3.883241653442383
2,149,3.8239831924438477
3,199,3.609005928039551
4,249,3.62664794921875
5,299,3.725978136062622
6,349,3.5240602493286133
7,399,3.669238328933716
8,449,3.5159947872161865
9,499,3.6987416744232178
10,549,3.5086278915405273
11,599,3.569990634918213
12,649,3.5352563858032227
13,699,3.521883487701416
14,749,3.586014747619629
15,799,3.498509168624878
16,849,3.548280954360962
17,899,3.387058973312378
18,949,3.562817335128784
19,999,3.439887285232544
20,1049,3.5610976219177246
21,1099,3.392637252807617
22,1149,3.5196056365966797
23,1199,3.4053757190704346
24,1249,3.454784631729126
25,1299,3.472721576690674
26,1349,3.4303524494171143
27,1399,3.4506118297576904
28,1449,3.4506967067718506
29,1499,3.5013267993927
30,1549,3.3161139488220215
31,1599,3.4887638092041016
32,1649,3.3871355056762695
33,1699,3.371234655380249
34,1749,3.4177069664001465
35,1799,3.4285929203033447
36,1849,3.461367607116699
37,1899,3.374540328979492
38,1949,3.447890281677246
39,1999,3.3484816551208496
40,2049,3.4843826293945312
41,2099,3.268871545791626
42,2149,3.4223155975341797
43,2199,3.3098878860473633
44,2249,3.4030849933624268
45,2299,3.301806926727295
46,2349,3.4315240383148193
47,2399,3.3160665035247803
48,2449,3.3635308742523193
49,2499,3.468151330947876
50,2549,3.2729077339172363
51,2599,3.4070677757263184
52,2649,3.332944631576538
53,2699,3.4361813068389893
54,2749,3.3423209190368652
55,2799,3.342684030532837
56,2849,3.4181935787200928
57,2899,3.2759571075439453
58,2949,3.3960626125335693
59,2999,3.3604509830474854
60,3049,3.279522657394409
61,3099,3.486994981765747
62,3149,3.360802412033081
63,3199,3.3552658557891846
64,3249,3.2823214530944824
65,3299,3.380606174468994
66,3349,3.3247768878936768
67,3399,3.3157031536102295
68,3449,3.453817129135132
69,3499,3.2780230045318604
70,3549,3.296097993850708
71,3599,3.3077492713928223
72,3649,3.345672845840454
73,3699,3.3373780250549316
74,3749,3.322077989578247
75,3799,3.392946720123291
76,3849,3.2702255249023438
77,3899,3.440694808959961
78,3949,3.2824695110321045
79,3999,3.3674395084381104
80,4049,3.378129005432129
81,4099,3.2564809322357178
82,4149,3.4226958751678467
83,4199,3.2367360591888428
84,4249,3.363710403442383
85,4299,3.282881736755371
86,4349,3.364626407623291
87,4399,3.265793561935425
88,4449,3.2568106651306152
89,4499,3.316704511642456
90,4549,3.1933836936950684
91,4599,3.3390145301818848
92,4649,3.250018835067749
93,4699,3.364100694656372
94,4749,3.2129149436950684
95,4799,3.361901044845581
96,4849,3.2901132106781006
97,4899,3.3451321125030518
98,4949,3.326760768890381
99,4999,3.323035478591919
100,5049,3.3592755794525146
101,5099,3.2525484561920166
102,5149,3.4183871746063232
103,5199,3.265212297439575
104,5249,3.396500825881958
105,5299,3.299818992614746
106,5349,3.329404354095459
107,5399,3.2444374561309814
108,5449,3.4048147201538086
109,5499,3.2007381916046143
110,5549,3.392780065536499
111,5599,3.286801815032959
112,5649,3.3995308876037598
113,5699,3.3472232818603516
114,5749,3.2416765689849854
115,5799,3.364805221557617
116,5849,3.180051565170288
117,5899,3.4199414253234863
118,5949,3.3320741653442383
119,5999,3.2849295139312744
